,Country/Region,Province/State,Latitude,Longitude,Confirmed,Recovered,Deaths,Date
268,US,Oregon,45.37160076,-120.20488689999999,7.0,0.0,0.0,2020-09-16
269,US,Oregon,44.49024544,-119.0068631,8.0,0.0,0.0,2020-09-16
270,US,Oregon,43.06422669,-118.96663059999999,12.0,0.0,0.0,2020-09-16
271,US,Oregon,45.51872811,-121.65520359999998,239.0,0.0,0.0,2020-09-16
272,US,Oregon,42.43201126,-122.72893090000001,994.0,0.0,3.0,2020-09-16
273,US,Oregon,44.62806839,-121.17832,496.0,0.0,8.0,2020-09-16
274,US,Oregon,45.99712889,-123.660711,105.0,0.0,0.0,2020-09-16
275,US,Oklahoma,35.16478725,-96.61686741,385.0,0.0,5.0,2020-09-16
276,US,Oklahoma,36.37004357,-95.60406759,1601.0,0.0,46.0,2020-09-16
277,US,Oklahoma,35.68711719,-99.69666167,20.0,0.0,1.0,2020-09-16
278,US,Oklahoma,34.87844729,-95.25215049,127.0,0.0,2.0,2020-09-16
279,US,Oklahoma,34.89851864,-94.70392124,904.0,0.0,16.0,2020-09-16
280,US,Oklahoma,35.70270942,-96.8812462,371.0,0.0,9.0,2020-09-16
281,US,Oklahoma,35.91899576,-97.44352845,374.0,0.0,1.0,2020-09-16
282,US,Oklahoma,33.95273467,-97.23906784,155.0,0.0,1.0,2020-09-16
283,US,Oklahoma,36.31149996,-98.53467076,70.0,0.0,1.0,2020-09-16
284,US,Oklahoma,34.02311222,-96.76855464,163.0,0.0,1.0,2020-09-16
285,US,Oklahoma,36.30179091,-95.23175116,508.0,0.0,10.0,2020-09-16
286,US,Oklahoma,35.01123903,-97.44572302,727.0,0.0,6.0,2020-09-16
287,US,Oklahoma,34.11664328,-94.77222373,1173.0,0.0,32.0,2020-09-16
288,US,Oklahoma,35.37235506,-95.66599306,280.0,0.0,4.0,2020-09-16
289,US,Oklahoma,34.48116015,-97.06826283,111.0,0.0,1.0,2020-09-16
290,US,Oklahoma,35.61318461,-95.37802952,1638.0,0.0,21.0,2020-09-16
291,US,Oklahoma,36.38953329,-97.22928674,138.0,0.0,2.0,2020-09-16
292,US,Oklahoma,36.79843529,-95.61902331,126.0,0.0,3.0,2020-09-16
293,US,Oklahoma,35.46485198,-96.32639984,120.0,0.0,4.0,2020-09-16
294,US,Oklahoma,35.55140095,-97.40716948,15694.0,0.0,178.0,2020-09-16
295,US,Oklahoma,35.64661916,-95.96432828,736.0,0.0,5.0,2020-09-16
296,US,Oklahoma,36.62888819,-96.39635704,752.0,0.0,13.0,2020-09-16
297,US,Oklahoma,36.83532655,-94.81011909,742.0,0.0,4.0,2020-09-16
298,US,Oklahoma,35.5426055,-97.14421435,0.0,0.0,0.0,2020-09-16
299,US,Oklahoma,36.31743373,-96.70331759999999,235.0,0.0,3.0,2020-09-16
300,US,Oklahoma,36.07695283,-96.97584944,1879.0,0.0,5.0,2020-09-16
301,US,Oklahoma,34.92065823,-95.75134320000001,840.0,0.0,19.0,2020-09-16
302,US,Oklahoma,34.72959848,-96.68337199,309.0,0.0,3.0,2020-09-16
303,US,Oklahoma,35.20614018,-96.94923008,1100.0,0.0,9.0,2020-09-16
304,US,Oklahoma,34.41635232,-95.37603505,139.0,0.0,1.0,2020-09-16
305,US,Oregon,42.3665549,-123.5561938,180.0,0.0,2.0,2020-09-16
306,US,Oregon,42.68762984,-121.64964609999998,260.0,0.0,2.0,2020-09-16
307,US,Oregon,42.79246693,-120.38501629999999,29.0,0.0,0.0,2020-09-16
308,US,Oregon,43.93727035,-122.847753,890.0,0.0,14.0,2020-09-16
309,US,Pennsylvania,39.97291773,-75.74768357,6401.0,0.0,362.0,2020-09-16
310,US,Pennsylvania,41.19265812,-79.42413524,112.0,0.0,3.0,2020-09-16
311,US,Pennsylvania,41.00110782,-78.47592663,292.0,0.0,1.0,2020-09-16
312,US,Pennsylvania,41.23255967,-77.63785995,176.0,0.0,5.0,2020-09-16
313,US,Pennsylvania,41.04821986,-76.40565017,847.0,0.0,35.0,2020-09-16
314,US,Pennsylvania,41.68447709,-80.10760592,263.0,0.0,3.0,2020-09-16
315,US,Pennsylvania,40.1625372,-77.26130755,1701.0,0.0,73.0,2020-09-16
316,US,Pennsylvania,40.41377078,-76.77993242,3620.0,0.0,170.0,2020-09-16
317,US,Pennsylvania,39.91680171,-75.40243663,11006.0,0.0,747.0,2020-09-16
318,US,Pennsylvania,41.42822061,-78.64524744,66.0,0.0,2.0,2020-09-16
319,US,Pennsylvania,41.99253829,-80.03301954,1439.0,0.0,37.0,2020-09-16
